Name,Formula
Sternbergite,AgFe2S3
Steropesite,Tl3BiCl6
Sterryite,"Cu(Ag,Cu)3Pb19(Sb,As)22(As)2S56"
Stetefeldtite,"Ag2Sb2(O,OH)7"
Stetindite-(Ce),Ce(SiO4)
Steudelite,Na3☐(K17Ca7)Ca4(Al24Si24O96)(SO3)6F6(H2O)4
Stevensite,"(Ca,Na)xMg3-ySi4O10(OH)2"
Steverustite,Pb2+5(OH)5[Cu1+(S6+O3S2-)3](H2O)2
Stewartite,Mn2+Fe3+2(PO4)2(OH)2(H2O)6·2H2O
Stibarsen,SbAs
Stibiconite,Sb3+Sb5+2O6(OH)
Stibioclaudetite,AsSbO3
Stibiocolumbite,SbNbO4
Stibiocolusite,"Cu13V(Sb,Sn,As)3S16"
Stibiogoldfieldite,Cu6Cu6(Sb2Te2)S13
Stibiopalladinite,Pd5Sb2
Stibiosegnitite,Pb(Fe3+2.5Sb5+0.5)(AsO4)2(OH)6
Stibiotantalite,Sb3+TaO4
Stibioústalečite,Cu6Cu6(Sb2Te2)Se13
Stibivanite,Sb3+2V4+O5
Stibnite,Sb2S3
Stichtite,Mg6Cr2(OH)16(CO3)·4H2O
Stilbite-Ca,NaCa4(Si27Al9)O72·28H2O
Stilbite-Na,Na9(Si27Al9)O72·28H2O
Stilleite,ZnSe
Stillwaterite,Pd8As3
Stillwellite-(Ce),CeBSiO5
Stillwellite-(La),LaBSiO5
Stilpnomelane,"(K,Ca,Na)(Fe,Mg,Al)8(Si,Al)12(O,OH)36·nH2O"
Stishovite,SiO2
Stistaite,SnSb
Stöfflerite,CaAl2Si2O8
Stoiberite,Cu5O2(VO4)2
Stokesite,CaSnSi3O9(H2O)2
Stolperite,AlCu
Stolzite,Pb(WO4)
Stoppaniite,Be3Fe3+2(Si6O18)
Stottite,Fe2+Ge(OH)6
Stracherite,BaCa6(SiO4)2[(PO4)(CO3)]F
Straczekite,"(Ca,K,Ba)(V5+,V4+)8O20·3H2O"
Strakhovite,"NaBa3(Mn2+,Mn3+)4[Si4O10(OH)2][Si2O7]O2(F,OH)   ·H2O"
Stranskiite,CuZn2(AsO4)2
Strashimirite,Cu4(AsO4)2(OH)2·2.5H2O
Strassmannite,Al(UO2)(SO4)2F(H2O)10·6H2O
Strätlingite,"Ca2Al(Si,Al)2O2(OH)10(H2O)2·0.25H2O"
Strelkinite,Na2(UO2)2(VO4)2·6H2O
Strengite,Fe3+(PO4)(H2O)2
Stringhamite,CaCu(SiO4)(H2O)
Stromeyerite,CuAgS
Stronadelphite,Sr5(PO4)3F
Stronalsite,Na2SrAl4Si4O16
Strontianite,Sr(CO3)
Strontioborite,Sr[B8O11(OH)4]
Strontiochevkinite,"(Sr,Ce,La)4Fe2+(Ti,Zr)4O8(Si2O7)2"
Strontiodresserite,SrAl2(CO3)2(OH)4·H2O
Strontiofluorite,SrF2
Strontioginorite,CaSrB14O20(OH)6(H2O)3·2H2O
Strontiohurlbutite,SrBe2(PO4)2
Strontiojoaquinite,"(Na,Fe)2Ba2Sr2Ti2(SiO3)8(O,OH)2(H2O)"
Strontiomelane,Sr(Mn4+6Mn3+2)O16
Strontio-orthojoaquinite,NaSr4Fe3+Ti2Si8O24(OH)4
Strontioperloffite,SrMn2+2Fe3+2(PO4)3(OH)3
Strontiopharmacosiderite,Sr0.5Fe4[(AsO4)3(OH)4]·4H2O
Strontioruizite,Sr2Mn3+2Si4O11(OH)4(H2O)2
Strontiowhitlockite,Sr9☐Mg(PO3OH)(PO4)6
Strunzite,Mn2+Fe3+2(PO4)2(OH)2(H2O)6
Struvite,(NH4)Mg(PO4)(H2O)6
Struvite-(K),KMg(PO4)(H2O)6
Studenitsite,NaCa2B9O14(OH)4(H2O)2
Studtite,(UO2)(O2)(H2O)2·2H2O
Stumpflite,PtSb
Stunorthropite,(NH4)4[Mo2O6(MoO4)2]
Sturmanite,Ca6Fe3+2(SO4)2.5[B(OH)4](OH)12(H2O)25
Stützite,Ag5-xTe3 (x  = 0.24-0.36)
Suanite,Mg2B2O5
Sudburyite,PdSb
Sudoite,Mg2Al3(Si3Al)O10(OH)8
Sudovikovite,PtSe2
Suenoite,☐Mn2Mg5Si8O22(OH)2
Suessite,Fe3Si
Sugakiite,"Cu(Fe,Ni)8S8"
Sugarwhiteite,Pb2Te5O12
Sugilite,KNa2Fe3+2(Li3Si12)O30
Suhailite,(NH4)Fe2+3(Si3Al)O10(OH)2
Sulfatoredmondite,[Pb8O2Zn(OH)6](SO4)4(H2O)6
Sulfhydrylbystrite,Na5K2Ca[Al6Si6O24](S5)2-(SH)-
Sulfoborite,"Mg3[B(OH)4]2(SO4)(OH,F)2"
Sulfopadmaite,PdBiS
Sulphohalite,Na6(SO4)2ClF
Sulphotsumoite,Bi3Te2S
Sulphur,S
Sulvanite,Cu3VS4
Sundiusite,Pb10(SO4)O8Cl2
Sunshuite,FeBi2S4
Suolunite,Ca2Si2O5(OH)2(H2O)
Suredaite,PbSnS3
Surinamite,Mg3Al3O(Si3BeAlO15)
Surite,"(Pb,Ca)3Al2(Si,Al)4O10(CO3)2(OH)3·0.3H2O"
Sursassite,Mn2+2Al3(SiO4)(Si2O7)(OH)3
Susannite,Pb4(SO4)(CO3)2(OH)2
Suseinargiuite,(Na0.5Bi0.5)(MoO4)
Sussexite,Mn2+BO2(OH)
Suzukiite,BaV4+Si2O7
Svabite,Ca5(AsO4)3F
Svanbergite,SrAl3(SO4)(PO4)(OH)6
Sveinbergeite,(H2O)2[Ca(H2O)](Fe2+6Fe3+)Ti2(Si4O12)2O2(OH)4     [(OH)(H2O)]
Sveite,KAl7(NO3)4(OH)16Cl2·8H2O
Švenekite,Ca[AsO2(OH)2]2
Sverigeite,NaBe2Mn2+2SnSi3O12(OH)
Svetlanaite,SnSe
Svornostite-(K),K2Mg(UO2)2(SO4)4(H2O)8
Svornostite-(NH4),(NH4)2Mg(UO2)2(SO4)4(H2O)8
Svyatoslavite,Ca(Al2Si2O8)
Svyazhinite,MgAl(SO4)2F·14H2O
Swaknoite,(NH4)2Ca(PO3OH)2·H2O
Swamboite-(Nd),Nd0.333[(UO2)(SiO3OH)](H2O)~2.5
Swartzite,CaMg(UO2)(CO3)3(H2O)12
Swedenborgite,NaBe4Sb5+O7
Sweetite,Zn(OH)2
Swinefordite,"Ca0.2(Li,Al,Mg,Fe)3(Si,Al)4O10(OH,F)2·n H2O"
Switzerite,Mn2+3(PO4)2(H2O)5·2H2O
Sylvanite,AgAuTe4
Sylvite,KCl
Symesite,Pb10(SO4)O7Cl4(H2O)
Symplesite,Fe2+3(AsO4)2(H2O)8
Synadelphite,Mn2+9(AsO4)2(AsO3)(OH)9(H2O)2
Synchysite-(Ce),CaCe(CO3)2F
Synchysite-(Nd),CaNd(CO3)2F
Synchysite-(Y),CaY(CO3)2F
Syngenite,K2Ca(SO4)2(H2O)
Szaibélyite,MgBO2(OH)
Szenicsite,Cu3(MoO4)(OH)4
Szilagyiite,NaCa3(UO2)(CO3)3(SeO3)F(H2O)6
Szklaryite,☐Al6BAs3+3O15
Szmikite,Mn(SO4)(H2O)
Szomolnokite,Fe(SO4)(H2O)
Szymańskiite,Hg16Ni6(CO3)12(OH)12(H3O)8·3H2O
Tacharanite,Ca12Al2Si18O33(OH)36
Tachyhydrite,[Mg(H2O)6]2CaCl6
Tadzhikite-(Ce),Ca4Ce2Ti☐(B4Si4O22)(OH)2
Taenite,"(Ni,Fe)"
Taikanite,BaSr2Mn3+2O2(Si4O12)
Taimyrite,"(Pd,Pt)9Cu3Sn4"
Tainiolite,KLiMg2Si4O10F2
Taipingite-(CeCa),(Ce7Ca2)☐Mg(SiO4)3[SiO3(OH)]4F3
Takanawaite-(Y),YTaO4
Takanelite,"(Mn2+,Ca)2x(Mn4+)1-xO2·0.7H2O"
Takedaite,Ca3B2O6
Takéuchiite,Mg2Mn3+O2(BO3)
Takovite,Ni6Al2(OH)16(CO3)·4H2O
Talc,Mg3Si4O10(OH)2
Talmessite,Ca2Mg(AsO4)2(H2O)2
Talnakhite,Cu9Fe8S16
Tamaite,"CaxMn2+6(Si,Al)10O24(OH)4( H2O)n                          (x  = 1-2; n  = 7-11)"
Tamarugite,[Al(H2O)6]Na(SO4)2
Tamboite,Fe3+3(OH)(H2O)2(SO4)(Te4+O3)3[Te4+O(OH)2]         (H2O)3
Tamuraite,Ir5Fe10S16
Tancaite-(Ce),FeCe(MoO4)3(H2O)3
Tancoite,LiNa2Al(PO4)(PO3OH)(OH)
Taneyamalite,"(Na,Ca)Mn2+12(Si,Al)12(O,OH)44"
Tangdanite,Ca2Cu9(AsO4)4(SO4)0.5(OH)9(H2O)9
Tangeite,CaCu(VO4)(OH)
Taniajacoite,SrCaMn3+2Si4O11(OH)4(H2O)2
Tanohataite,LiMn2Si3O8(OH)
Tantalaeschynite-(Ce),Ce(TiTa)O6
Tantalaeschynite-(Y),Y(TiTa)O6
Tantalcarbide,TaC
Tantalite-(Fe),Fe2+Ta2O6
Tantalite-(Mg),MgTa2O6
Tantalite-(Mn),Mn2+Ta2O6
Tantalowodginite,"(Mn,☐)TaTa2O8"
Tanteuxenite-(Y),Y(TaTi)O6
Tantite,Ta2O5
Tapiaite,Ca5Al2(AsO4)4(OH)4(H2O)10·2H2O
Tapiolite-(Fe),Fe2+Ta2O6
Tapiolite-(Mn),Mn2+Ta2O6
Taramellite,"Ba4(Fe3+,Ti)4O2[B2Si8O27]Clx"
Taramite,Na(NaCa)(Mg3Al2)(Si6Al2)O22(OH)2
Taranakite,K3Al5(PO3OH)6(PO4)2(H2O)12·6H2O
Tarapacáite,K2(CrO4)
Tarbagataite,(K☐)CaFe2+7Ti2(Si4O12)2O2(OH)5
Tarbuttite,Zn2(PO4)(OH)
Tarkianite,"(Cu,Fe)(Re,Mo)4S8"
Tartarosite,C
Tarutinoite,Ag3Pb7Bi7S19
Taseqite,"Na12Sr3Ca6Fe3Zr3NbSi25O73(O,OH,H2O)3Cl2"
Tashelgite,CaMgFe2+Al9O16(OH)
Tassieite,NaCa2Mg3Fe2+2Fe3+(PO4)6(H2O)2
Tatarinovite,Ca3Al(SO4)[B(OH)4](OH)6(H2O)12
Tatarskite,Ca6Mg2(SO4)2(CO3)2(OH)4Cl4·7H2O
Tatyanaite,"(Pt,Pd)9Cu3Sn4"
Tausonite,SrTiO3
Tavagnascoite,Bi4O4(SO4)(OH)2
Tavorite,LiFe3+(PO4)(OH)
Tazheranite,"(Zr,Ti,Ca)(O,☐)2"
Tazieffite,"Pb20Cd2(As,Bi)22S50Cl10"
Tazzoliite,Ba2CaSr0.5Na0.5Ti2Nb3SiO17[PO2(OH)2]0.5
Teallite,PbSnS2
Tedhadleyite,"Hg2+Hg1+10O4I2(Cl,Br)2"
Teepleite,Na2B(OH)4Cl
Tegengrenite,(Mn3+0.5Sb5+0.5)Mg2O4
Teineite,Cu2+(Te4+O3)(H2O)2
Telargpalite,"(Pd,Ag)3Te"
Tellurantimony,Sb2Te3
Tellurite,TeO2
Tellurium,Te
Tellurobismuthite,Bi2Te3
Tellurohauchecornite,Ni9BiTeS8
Telluromandarinoite,Fe3+2(Te4+O3)3(H2O)3·3H2O
Telluronevskite,Bi3TeSe2
Telluropalladinite,Pd9Te4
Telluroperite,Pb(Te0.5Pb0.5)O2Cl
Telyushenkoite,CsNa6Be2Al3Si15O39F2
Temagamite,Pd3HgTe3
Tengchongite,Ca(UO2)6(MoO4OH)2O2(OH)4(H2O)4·5H2O
Tengerite-(Y),Y2(CO3)3(H2O)n    (n  = 2-3)
Tennantite-(Cd),Cu6(Cu4Cd2)As4S13
Tennantite-(Cu),Cu6(Cu4Cu2)As4S13
Tennantite-(Fe),Cu6(Cu4Fe2)As4S13
Tennantite-(Hg),Cu6(Cu4Hg2)As4S13
Tennantite-(In),Cu6(Cu5In)As4S13
Tennantite-(Mn),Cu6(Cu4Mn2)As4S13
Tennantite-(Ni),Cu6(Cu4Ni2)As4S13
Tennantite-(Zn),Cu6(Cu4Zn2)As4S13
Tenorite,CuO
Tephroite,Mn2+2(SiO4)
Terlinguacreekite,Hg2+3O2Cl2
Terlinguaite,Hg2OCl
Ternesite,Ca5(SiO4)2(SO4)
Ternovite,MgNb4O11·8-12H2O
Terranovaite,NaCaAl3Si17O40·≈8H2O
Terrywallaceite,"AgPb(Sb,Bi)3S6"
Terskite,Na4ZrSi6O16(H2O)2
Tertschite,Ca4B10O19·20H2O
Teruggite,Ca4Mg[AsB6O11(OH)6]2(H2O)12·2H2O
Teschemacherite,(NH4)H(CO3)
Testibiopalladite,PdSbTe
Tetra-auricupride,CuAu
Tetradymite,Bi2Te2S
Tetraferriannite,KFe2+3(Si3Fe3+)O10(OH)2
Tetraferriphlogopite,KMg3(Si3Fe3+)O10(OH)2
Tetraferroplatinum,PtFe
Tetrahedrite-(Cd),Cu6(Cu4Cd2)Sb4S13
Tetrahedrite-(Cu),Cu6(Cu4Cu2)Sb4S13
Tetrahedrite-(Fe),Cu6(Cu4Fe2)Sb4S13
Tetrahedrite-(Hg),Cu6(Cu4Hg2)Sb4S13
Tetrahedrite-(Mn),Cu6(Cu4Mn2)Sb4S13
Tetrahedrite-(Ni),Cu6(Cu4Ni2)Sb4S13
Tetrahedrite-(Zn),Cu6(Cu4Zn2)Sb4S13
Tetrarooseveltite,Bi(AsO4)
Tetrataenite,FeNi
Tetrawickmanite,Mn2+Sn4+(OH)6
Tewite,(K1.5☐0.5)(Te1.25W0.25☐0.5)W5O19
Thadeuite,"CaMg3(PO4)2(OH,F)2"
Thalcusite,"(Cu,Fe)4Tl2S4"
Thalénite-(Y),Y3Si3O10F
Thalfenisite,"Tl6(Fe,Ni)25S26Cl"
Thalhammerite,Pd9Ag2Bi2S4
Thalliomelane,Tl(Mn4+7.5Cu2+0.5)O16
Thalliumpharmacosiderite,TlFe4[(AsO4)3(OH)4]·4H2O
Thaumasite,Ca3Si(OH)6(CO3)(SO4)(H2O)12
Thebaite-(NH4),(NH4)3Al(C2O4)(PO3OH)2(H2O)
Theisite,Cu5Zn5(AsO4)2(OH)14
Thénardite,Na2(SO4)
Theoparacelsite,Cu3(OH)2As2O7
Theophrastite,Ni(OH)2
Therasiaite,(NH4)3KNa2Fe2+Fe3+(SO4)3Cl5
Thérèsemagnanite,NaCo4(SO4)(OH)6Cl(H2O)6
Thermaerogenite,CuAl2O4
Thermessaite,K2AlF3(SO4)
Thermessaite-(NH4),(NH4)2AlF3(SO4)
Thermonatrite,Na2(CO3)(H2O)
Theuerdankite,Ag3(AsO4)
Thionasilite,Na2Si2S2O3
Thomasclarkite-(Y),NaY(HCO3)(OH)3(H2O)2·2H2O
Thometzekite,PbCu2+2(AsO4)2(H2O)2
Thomsenolite,NaCaAlF6(H2O)
Thomsonite-Ca,NaCa2(Al5Si5)O20·6H2O
Thomsonite-Sr,NaSr2(Al5Si5)O20·6-7H2O
Thorasphite,Th2H(AsO4)2(PO4)·6H2O
Thorbastnäsite,ThCa(CO3)2F2·3H2O
Thoreaulite,Sn2+Ta2O6
Thorianite,ThO2
Thorikosite,Pb3O3Sb3+(OH)Cl2
Thorite,Th(SiO4)
Thornasite,Na12Th3(Si8O19)4(H2O)12·6H2O
Thorneite,Pb6(Te2O10)(CO3)Cl2(H2O)
Thorosteenstrupine,"(Ca,Th,Mn)3Si4O11F·6H2O"
Thortveitite,Sc2Si2O7
Thorutite,"(Th,U,Ca)Ti2(O,OH)6"
Threadgoldite,Al(UO2)2(PO4)2(OH)(H2O)4·4H2O
Thunderbayite,TlAg3Au3Sb7S6
Tianhongqiite,CrTiO3(OH)
Tianhuixinite,(MoO3)3·H2O
Tiberiobardiite,{Cu9Al[SiO3(OH)]2(OH)12(H2O)6}(SO4)1.5·10H2O
Tiemannite,HgSe
Tienshanite,"K(Na,K,☐)9Ca2Ba6Mn2+6Ti6B12Si36O114(O,OH,F)11"
Tiettaite,K4Na12Fe3+2Si16O41(OH)4(H2O)2
Tikhonenkovite,SrAlF4(OH)(H2O)2
Tilasite,CaMg(AsO4)F
Tilkerodeite,Pd2HgSe3
Tilleyite,Ca5Si2O7(CO3)2
Tillmannsite,HgAg3(VO4)
Timroseite,Pb2Cu5(TeO6)2(OH)2
Tin,Sn
Tinaksite,K2NaCa2TiSi7O18(OH)O
Tincalconite,Na2B4O5(OH)4(H2O)3
Tinnunculite,C5H4N4O3·2H2O
Tinsleyite,KAl2(PO4)2(OH)(H2O)2
Tinticite,Fe3+3(PO4)2(OH)3(H2O)3
Tintinaite,Pb10Cu2Sb16S35
Tinzenite,Ca2Mn2+4Al4[B2Si8O30](OH)2
Tiptopite,"K2(Li,Na,Ca)6(Be6P6)O24(OH)2·1.3H2O"
Tiragalloite,Mn2+4As5+Si3O12(OH)
Tischendorfite,Pd8Hg3Se9
Tisinalite,Na3Mn2+TiSi6O15(OH)3
Tissintite,"(Ca,Na,☐)AlSi2O6"
Tistarite,Ti2O3
Titanite,CaTi(SiO4)O
Titanium,Ti
Titanoholtite,(Ti0.75☐0.25)Al6BSi3O18
Titanomaghemite,(Ti0.5☐0.5)Fe3+2O4
Titanowodginite,Mn2+TiTa2O8
Titantaramellite,"Ba4(Ti,Fe3+,Mg)4(O,OH)2[B2Si8O27]Clx"
Tivanite,TiV3+O3(OH)
Tlalocite,Cu10Zn6(Te4+O3)(Te6+O4)2Cl(OH)25·27H2O
Tlapallite,"(Ca,Pb)3CaCu6O2[Te4+3Te6+O12]2(Te4+O3)2          (SO4)2(H2O)3"
Tobelite,(NH4)Al2(Si3Al)O10(OH)2
Tobermorite,Ca4Si6O17(H2O)2·(Ca·3H2O)
Tochilinite,"(Fe0.9S)6[(Mg,Fe)(OH)2]5"
Tocornalite,"(Ag,Hg)I (?)"
Todorokite,"(Na,Ca,K,Ba,Sr)1-x(Mn,Mg,Al)6O12·3-4H2O"
Tokkoite,K2Ca4Si7O18(OH)F
Tokyoite,Ba2Mn3+(VO4)2OH
Tolbachite,CuCl2
Toledoite,TiFeSi
Tolovkite,IrSbS
Tolstykhite,Au3S4Te6
Tomamaeite,Cu3Pt
Tombstoneite,(Ca0.5Pb0.5)Pb3Cu2+6Te6+2O6(Te4+O3)6(Se4+O3)2      (SO4)2(H2O)3
Tomcampbellite,[KCl][Fe2+14(OH)6(PO4)6(PO3OH)2]
Tomichite,V3+4Ti4+3As3+O13(OH)
Tomiolloite,Al12(Te4+O3)5[(SO3)0.5(SO4)0.5](OH)24
Tomsquarryite,NaMgAl3(PO4)2(OH)6(H2O)8
Tondiite,Cu3MgCl2(OH)6
Tongbaite,Cr3C2
Tooeleite,Fe3+6(AsO3)4(SO4)(OH)4(H2O)4
Topaz,Al2SiO4F2
Topsøeite,FeF3(H2O)3
Torbernite,Cu(UO2)2(PO4)2(H2O)4·8H2O
Törnebohmite-(Ce),Ce2Al(SiO4)2(OH)
Törnebohmite-(La),La2Al(SiO4)2(OH)
Törnroosite,Pd11As2Te2
Torrecillasite,"Na(As,Sb)3+4O6Cl"
Torreyite,Mg9Zn4(SO4)2(OH)22(H2O)8
Torryweiserite,Rh5Ni10S16
Tosudite,"Na0.5(Al,Mg)6(Si,Al)8O18(OH)12·5H2O"
Toturite,Ca3Sn2(SiFe3+2)O12
Tounkite,"(Na,Ca,K)8(Si6Al6)O24(SO4)2Cl·0.5H2O"
Touretite,LiAl4Be4(B11Be)O28
Townendite,Na8ZrSi6O18
Toyohaite,Ag1+(Fe2+0.5Sn4+1.5)S4
Trabzonite,Ca4[Si3O9(OH)](OH)
Tranquillityite,Fe2+8Ti3Zr2Si3O24
Transjordanite,Ni2P
Traskite,"Ba21Ca(Fe2+,Mn,Ti)4(Ti,Fe,Mg)12(Si12O36)(Si2O7)6 (O,OH)30Cl6(H2O)6·8H2O"
Trattnerite,Fe3+2(Mg3Si12)O30
Treasurite,Ag7Pb6Bi15S30
Trébeurdenite,Fe2+2Fe3+4O2(OH)10(CO3)·3H2O
Trebiskyite,Na3Mg2[TiV9O28](H2O)20·2H2O
Trechmannite,AgAsS2
Tredouxite,NiSb2O6
Trembathite,Mg3B7O13Cl
Tremolite,☐Ca2(Mg5.0-4.5Fe2+0.0-0.5)Si8O22(OH)2
Trevorite,NiFe3+2O4
Triangulite,Al3(UO2)4(PO4)4(OH)5·5H2O
Triazolite,NaCu2(N3C2H2)2(NH3)2Cl3(H2O)4
Tridymite,SiO2
Trigodomeykite,Cu3As
Trigonite,Pb3Mn2+(AsO3)2(AsO2OH)
Trikalsilite,K2Na(AlSiO4)3
Trilithionite,KLi1.5Al1.5(Si3Al)O10F2
Trimerite,CaBe3Mn2+2(SiO4)3
Trimounsite-(Y),Y2Ti2SiO9
Trinepheline,NaAlSiO4
Triphylite,LiFe2+(PO4)
Triplite,Mn2+2(PO4)F
Triploidite,Mn2+2(PO4)(OH)
Trippkeite,Cu2+As3+2O4
Tripuhyite,(Fe3+0.5Sb5+0.5)O2
Tristramite,"(Ca,U4+,Fe3+)(PO4,SO4)·2H2O"
Tritomite-(Ce),"Ce5(SiO4,BO4)3(OH,O)"
Tritomite-(Y),"Y5(SiO4,BO4)3(O,OH,F)"
Trögerite,(H3O)(UO2)(AsO4)·3H2O
Trogtalite,CoSe2
Troilite,FeS
Trolleite,Al4(PO4)3(OH)3
Trona,Na3(HCO3)(CO3)(H2O)2
Truscottite,Ca14Si24O58(OH)8·2H2O
Trüstedtite,Ni2+Ni3+2Se4
Tsangpoite,Ca5(PO4)2(SiO4)
Tsaregorodtsevite,N(CH3)4Si4(SiAl)O12
Tschaunerite,(Fe2+)(Fe2+Ti4+)O4
Tschermakite,☐Ca2(Mg3Al2)(Si6Al2)O22(OH)2
Tschermigite,(NH4)Al(SO4)2(H2O)12
Tschernichite,CaAl2Si6O16·8H2O
Tschörtnerite,"Ca4(K,Ca,Sr,Ba)3Cu3Al12Si12O48(OH)8·20H2O"
Tsepinite-Ca,"(Ca,K,Na)2-x(Ti,Nb)2(Si4O12)(OH,O)2·4H2O"
Tsepinite-K,"(K,Ba,Na)2(Ti,Nb)2(Si4O12)(OH,O)2·3H2O"
Tsepinite-Na,"(Na,H3O,K,Sr,Ba,☐)2(Ti,Nb)2(Si4O12)(OH,O)2  ·3H2O"
Tsepinite-Sr,"(Sr,Ba,K)(Ti,Nb)2(Si4O12)(OH,O)2·3H2O"
Tsikourasite,Mo3Ni2P1+x    (x  < 0.25)
Tsilaisite,NaMn2+3Al6(Si6O18)(BO3)3(OH)3(OH)
Tsnigriite,Ag9SbTe3S3
Tsugaruite,Pb28As15S50Cl
Tsumcorite,PbZn2(AsO4)2(H2O)2
Tsumebite,Pb2Cu(PO4)(SO4)(OH)
Tsumgallite,GaO(OH)
Tsumoite,BiTe
Tsygankoite,Mn8Tl8Hg2(Sb21Pb2Tl)S48
Tubulite,Ag2Pb22Sb20S53
Tučekite,Ni9Sb2S8
Tugarinovite,MoO2
Tugtupite,Na4BeAlSi4O12Cl
Tuhualite,NaFe2+Fe3+Si6O15
Tuite,Ca3(PO4)2
Tulameenite,Pt2CuFe
Tuliokite,Na6BaTh(CO3)6(H2O)6
Tululite,"Ca14(Fe3+,Al)(Al,Zn,Fe3+,Si,P,Mn,Mg)15O36"
Tumchaite,Na2ZrSi4O11(H2O)2
Tundrite-(Ce),Na2Ce2TiO2(SiO4)(CO3)2
Tundrite-(Nd),Na2Nd2TiO2(SiO4)(CO3)2
Tunellite,SrB6O9(OH)2(H2O)3
Tungsten,W
Tungstenite,WS2
Tungstibite,Sb2WO6
Tungstite,WO3(H2O)
Tungusite,Ca14Fe2+9Si24O60(OH)22
Tunisite,NaCa2Al4(CO3)4(OH)8Cl
Tuperssuatsiaite,"Na2(Fe3+,Mn2+)3Si8O20(OH)2·4H2O"
Turanite,Cu2+5(VO4)2(OH)4
Turkestanite,"(K,☐)(Ca,Na)2ThSi8O20·nH2O"
Turneaureite,Ca5(AsO4)3Cl
Turquoise,CuAl6(PO4)4(OH)8(H2O)4
Turtmannite,Mn25O5(VO4)3(SiO4)3(OH)20
Tuscanite,"KCa6(Si,Al)10O22(SO4,CO3)2(OH)·H2O"
Tusionite,Mn2+Sn(BO3)2
Tuzlaite,NaCaB5O8(OH)2(H2O)3
Tvalchrelidzeite,Hg3SbAsS3
Tvedalite,Ca4Be3Si6O17(OH)4·3H2O
Tveitite-(Y),"(Y,Na)6(Ca,Na,REE )12(Ca,Na)F42"
Tvrdýite,Fe2+Fe3+2Al3(PO4)4(OH)5(H2O)4∙2H2O
Tweddillite,CaSr(Mn3+2Al)(Si2O7)(SiO4)O(OH)
Twinnite,PbSbAsS4
Tychite,Na6Mg2(CO3)4(SO4)
Tyretskite,Ca2B5O9(OH)·H2O
Tyrolite,Ca2Cu9(AsO4)4(CO3)(OH)8(H2O)8·3H2O
Tyrrellite,"Cu(Co,Ni)2Se4"
Tyuyamunite,Ca(UO2)2(VO4)2·5-8H2O
Tzeferisite,CaZn8(SO4)2(OH)12Cl2(H2O)9
Uakitite,VN
Uchucchacuaite,AgMnPb3Sb5S12
Udinaite,NaMg4(VO4)3
Uduminelite,Ca3Al8(PO4)2O12·2H2O
Uedaite-(Ce),Mn2+Ce(Al2Fe2+)(Si2O7)(SiO4)O(OH)
Uklonskovite,NaMg(SO4)F(H2O)2
Ulexite,NaCaB5O6(OH)6(H2O)5
Ulfanderssonite-(Ce),"(Ce15Ca)Mg2(SiO4)10(SiO3OH)(OH,F)5Cl3"
Ullmannite,NiSbS
Ulrichite,CaCu(UO2)(PO4)2(H2O)4
Ulvöspinel,Fe2+2TiO4
Umangite,Cu3Se2
Umbite,K2ZrSi3O9(H2O)
Umbozerite,"Na3Sr4ThSi8(O,OH)24"
Umbrianite,K7Na2Ca2[Al3Si10O29]F2Cl2
Umohoite,(UO2)(MoO4)(H2O)·H2O
Ungavaite,Pd4Sb3
Ungemachite,K3Na8Fe3+(SO4)6(NO3)2(H2O)6
Upalite,Al(UO2)3(PO4)2O(OH)(H2O)5·2H2O
Uralborite,CaB2O2(OH)4
Uralolite,Ca2Be4(PO4)3(OH)3(H2O)4·H2O
Uramarsite,(NH4)(UO2)(AsO4)·3H2O
Uramphite,(NH4)(UO2)(PO4)·3H2O
Urancalcarite,Ca(UO2)3(CO3)(OH)6·3H2O
Uraninite,UO2
Uranocircite,Ba(UO2)2(PO4)2·10H2O
Uranoclite,(UO2)2(OH)2Cl2(H2O)4
Uranophane,Ca(UO2)2(SiO3OH)2(H2O)4·H2O
Uranopilite,(UO2)6(SO4)O2(OH)6(H2O)6·8H2O
Uranopolycrase,UTi2O6
Uranosilite,(UO2)Si7O15
Uranospathite,"(Al,☐)(UO2)2F(PO4)2(H2O)6·14H2O"
Uranosphaerite,Bi(UO2)O2(OH)
Uranospinite,Ca(UO2)2(AsO4)2·10H2O
Uranotungstite,Fe(UO2)2(WO4)(OH)4·12H2O
Urea,CO(NH2)2
Uricite,C5H4N4O3
Uroxite,[(UO2)2(C2O4)(OH)2(H2O)2]·H2O
Urusovite,CuAlO(AsO4)
Urvantsevite,"Pd(Bi,Pb)2"
Ushkovite,MgFe3+2(PO4)2(OH)2(H2O)6·2H2O
Usovite,Ba2CaMgAl2F14
Ussingite,Na2AlSi3O8(OH)
Ustarasite,"Pb(Bi,Sb)6S10"
Usturite,Ca3(SbZr)(FeO4)3
Utahite,MgCu2+4Zn2Te6+3O14(OH)4(H2O)6
Uvanite,(UO2)2V5+6O17·15H2O (?)
Uvarovite,Ca3Cr2(SiO4)3
Uvite,CaMg3(Al5Mg)(Si6O18)(BO3)3(OH)3(OH)
Uytenbogaardtite,Ag3AuS2
Uzonite,As4S5
Vadlazarenkovite,Pd8Bi1.5Te1.25As0.25
Vaesite,NiS2
Vajdakite,(Mo6+O2)2As3+2O5(H2O)2·H2O
