Name,Formula
Reyerite,Na2Ca14Al2Si22O58(OH)8(H2O)6
Reynoldsite,Pb2Mn4+2O5(CrO4)
Reznitskyite,CaMg(VO4)F
Rhabdoborite-(Mo),Mg12Mo6+1.33O6(BO3)6F2
Rhabdoborite-(V),"Mg12(V5+,Mo6+,W6+)1.33O6{[BO3]6-x(PO4)xF2-x}        (x  < 1)"
Rhabdoborite-(W),Mg12W6+1.33O6(BO3)6F2
Rhabdophane-(Ce),Ce(PO4)·H2O
Rhabdophane-(La),La(PO4)·H2O
Rhabdophane-(Nd),Nd(PO4)·H2O
Rhabdophane-(Y),Y(PO4)·H2O
Rheniite,ReS2
Rhodarsenide,Rh2As
Rhodesite,KHCa2Si8O19(H2O)5
Rhodium,Rh
Rhodizite,KBe4Al4(B11Be)O28
Rhodochrosite,Mn(CO3)
Rhodonite,CaMn3Mn(Si5O15)
Rhodostannite,Cu1+(Fe2+0.5Sn4+1.5)S4
Rhodplumsite,Rh3Pb2S2
Rhomboclase,(H5O2)Fe3+(SO4)2·2H2O
Rhönite,Ca4[Mg8Fe3+2Ti2]O4[Si6Al6O36]
Ribbeite,Mn2+5(SiO4)2(OH)2
Richardsite,Zn2CuGaS4
Richardsollyite,TlPbAsS3
Richellite,"CaFe3+2(PO4)2(OH,F)2"
Richelsdorfite,Ca2Cu5Sb5+(AsO4)4(OH)6Cl(H2O)5·H2O
Richetite,"(Fe3+,Mg)xPb2+8.6(UO2)36O36(OH)24(H2O)41"
Richterite,Na(NaCa)Mg5Si8O22(OH)2
Rickardite,Cu3-xTe2
Rickturnerite,Pb7O4[Mg(OH)4](OH)Cl3
Riebeckite,☐Na2(Fe2+3Fe3+2)Si8O22(OH)2
Riesite,TiTiO4
Rietveldite,Fe(UO2)(SO4)2(H2O)5
Rigrahamite,Na2Ca2Th2(CO3)4(HCO3)2(OH)4(H2O)7
Rilandite,Cr6SiO11·5H2O (?)
Rimkorolgite,BaMg5(PO4)4(H2O)7·H2O
Ringwoodite,SiMg2O4
Rinkite-(Ce),Ca2(CaCe)Na(NaCa)Ti(Si2O7)2(OF)F2
Rinkite-(Y),Ca2(CaY)Na(NaCa)Ti(Si2O7)2(OF)F2
Rinmanite,ZnSb5+(Fe3+2Mg)O7(OH)
Rinneite,K3NaFe2+Cl6
Riomarinaite,Bi(SO4)(OH)(H2O)
Ríosecoite,Ca2Mg(AsO3OH)3(H2O)2
Riotintoite,Al(SO4)(OH)(H2O)3
Rippite,"K2(Nb,Ti)2(Si4O12)O(O,F)"
Rittmannite,"(Mn2+,Ca)Mn2+(Fe2+,Mn2+,Mg)2(Al,Fe3+)2(PO4)4  (OH)2(H2O)8"
Rivadavite,Na6Mg[B6O7(OH)6]4·10H2O
Riversideite,Ca5Si6O16(OH)2·2H2O
Roaldite,"(Fe,Ni)4N"
Robertsite,Ca2Mn3+3O2(PO4)3(H2O)2·H2O
Robinsonite,Pb4Sb6S13
Rockbridgeite,(Fe2+0.5Fe3+0.5)2Fe3+3(PO4)3(OH)5
Rodalquilarite,H3Fe3+2(Te4+O3)4Cl
Rodolicoite,Fe3+(PO4)
Roeblingite,Ca6Mn2+Pb2(Si3O9)2(SO4)2(OH)2(H2O)4
Roedderite,KNaMg2(Mg3Si12)O30
Rogermitchellite,Na6Sr12Ba2Zr13Si39B6O123(OH)14(H2O)6·4H2O
Roggianite,Ca2BeAl2Si4O13(OH)2·n H2O (n  < 2.5)
Rohaite,"(Tl,Pb,K)2Cu8.7Sb2S4"
Rokühnite,FeCl2(H2O)2
Rollandite,Cu3(AsO4)2(H2O)3·H2O
Romanèchite,"(Ba,H2O)2(Mn4+,Mn3+)5O10"
Romanorlovite,K11Cu9Cl25(OH)4(H2O)2
Romarchite,SnO
Römerite,Fe2+Fe3+2(SO4)4(H2O)14
Rondorfite,Ca8Mg(SiO4)4Cl2
Rongibbsite,Pb2(Si4Al)O11(OH)
Ronneburgite,K2MnV4O12
Ronpetersonite,BaWO4
Röntgenite-(Ce),Ca2Ce3(CO3)5F3
Rooseveltite,Bi(AsO4)
Roquesite,CuInS2
Rorisite,CaClF
Rosasite,CuZn(CO3)(OH)2
Roscherite,Ca2Mn2+5Be4(PO4)6(OH)4(H2O)6
Roscoelite,KV3+2(Si3Al)O10(OH)2
Roselite,Ca2Co(AsO4)2(H2O)2
Rosemaryite,☐NaMn(Fe3+Al)(PO4)3
Rosenbergite,AlF[F0.5(H2O)0.5]4·H2O
Rosenbuschite,Ca6Zr2Na6ZrTi(Si2O7)4(OF)2F4
Rosenhahnite,Ca3Si3O8(OH)2
Roshchinite,"(Ag,Cu)19Pb10Sb51S96"
Rosiaite,PbSb2O6
Rosickýite,S
Rosièresite,"[Pb,Cu,Al,PO4,H2O] (?)"
Rossiantonite,Al3(PO4)(SO4)2(OH)2(H2O)10·4H2O
Rossite,Ca(VO3)2(H2O)4
Rösslerite,Mg(AsO3OH)(H2O)6·H2O
Rossmanite,☐(Al2Li)Al6(Si6O18)(BO3)3(OH)3(OH)
Rossovskyite,Fe3+NbO4
Rostite,Al(SO4)(OH)·5H2O
Rotemite,Ca4Cr2(OH)12Cl2(H2O)4
Roterbärite,PdCuBiSe3
Rotherkopfite,KNa2(Fe2+2.5Ti1.5)Fe2+(Si4O12)2
Rouaite,Cu2(NO3)(OH)3
Roubaultite,Cu2O2(UO2)3(CO3)2(OH)2(H2O)4
Roumaite,"(Nb,Ti)(Ca,Na,☐)3(Ca,REE )4(Si2O7)2(OH)F3"
Rouseite,Pb2Mn2+(AsO3)2·2H2O
Routhierite,TlCuHg2As2S6
Rouvilleite,Na3Ca2(CO3)3F
Rouxelite,"Cu2HgPb22Sb28S64(O,S)2"
Roweite,Ca2Mn2+2B4O7(OH)6
Rowlandite-(Y),Fe2+Y4(Si2O7)2F2
Rowleyite,"[Na(NH4,K)9Cl4][V5+,4+2(P,As)O8]6·n[H2O,Na,          NH4,K,Cl]"
Roxbyite,Cu9S5
Roymillerite,Pb24Mg9(Si10O28)(CO3)10(BO3)(SiO4)(OH)13O5
Rozenite,Fe2+(SO4)(H2O)4
Rozhdestvenskayaite-(Zn),Ag6(Ag4Zn2)Sb4S13
Rruffite,Ca2Cu(AsO4)2(H2O)2
Ruarsite,RuAsS
Rubicline,Rb(AlSi3O8)
Rubinite,Ca3Ti3+2Si3O12
Rucklidgeite,PbBi2Te4
Rudabányaite,(Ag2Hg2)(AsO4)Cl
Rudashevskyite,"(Fe,Zn)S"
Rudenkoite,"Sr3Al3.5Si3.5O10(OH,O)8Cl2·H2O"
Rüdlingerite,Mn2+2V5+As5+O7(H2O)2
Rudolfhermannite,Fe3+2(Te4+O3)3(H2O)
Ruifrancoite,"Ca2(☐,Mn)2(Fe3+,Mn,Mg)4Be4(PO4)6(OH)6(H2O)4"
Ruitenbergite,Ca9B26O34(OH)24Cl4(H2O)9·4H2O
Ruizhongite,(Ag2☐)Pb3Ge2S8
Ruizite,Ca2Mn3+2Si4O11(OH)4(H2O)2
Rumoiite,AuSn2
Rumseyite,[Pb2OF]Cl
Rundqvistite-(Ce),Na3(Sr3Ce)[Zn2Si8O24]
Rusakovite,"(Fe,Al)5(VO4)2(OH)9·3H2O"
Rusinovite,Ca10(Si2O7)3Cl2
Russellite,Bi2WO6
Russoite,(NH4)ClAs2O3(H2O)0.5
Rustenburgite,Pt3Sn
Rustumite,Ca10(Si2O7)2(SiO4)(OH)2Cl2
Ruthenarsenite,"(Ru,Ni)As"
Rutheniridosmine,"(Ir,Os,Ru)"
Ruthenium,Ru
Rutherfordine,(UO2)(CO3)
Rutile,TiO2
Ryabchikovite,CuMgSi2O6
Rynersonite,CaTa2O6
Saamite,Ba☐TiNbNa3Ti(Si2O7)2O2(OH)2(H2O)2
Sabatierite,TlCu6Se4
Sabelliite,Cu2Zn(AsO4)(OH)3
Sabieite,(NH4)Fe3+(SO4)2
Sabinaite,Na4TiZr2O4(CO3)4
Sabugalite,H0.5Al0.5(UO2)2(PO4)2·8H2O
Saccoite,Ca2Mn3+2F(OH)8∙0.5(SO4)
Sachanbińskiite,Mn2Al3(Si5AlO18)
Sacrofanite,(Na61K19Ca32)(Si84Al84O336)(SO4)26Cl2F6·2H2O
Sadanagaite,NaCa2(Mg3Al2)(Si5Al3)O22(OH)2
Saddlebackite,Pb2Bi2Te2S3
Safflorite,CoAs2
Sahamalite-(Ce),Ce2Mg(CO3)4
Sahlinite,Pb14O9(AsO4)2Cl4
Sailaufite,"(Ca,Na,☐)2Mn3+3O2(AsO4)2(CO3)(H2O)2·H2O"
Sainfeldite,Ca5(AsO3OH)2(AsO4)2(H2O)4
Sakhaite,"Ca48Mg16(BO3)32(CO3)16(H2O,HCl)2"
Sakuraiite,"(Cu,Zn,Fe)3(In,Sn)S4"
Salammoniac,(NH4)Cl
Saléeite,Mg(UO2)2(PO4)2(H2O)10
Salesite,Cu(IO3)(OH)
Saliotite,"(Li,Na)Al3(Si3Al)O10(OH)5"
Saltonseaite,K3NaMnCl6
Salzburgite,Cu1.6Pb1.6Bi6.4S12
Samaniite,Cu2Fe5Ni2S8
Samarskite-(Y),YFe3+Nb2O8
Samarskite-(Yb),YbNbO4
Samfowlerite,Ca14Mn2+3Zn2Be2Be6Si14O52(OH)6
Sampleite,NaCaCu5(PO4)4Cl(H2O)5
Samraite,Ni2P2O7
Samsonite,Ag4MnSb2S6
Samuelsonite,Ca9Mn2+4Al2(PO4)10(OH)2
Sanbornite,BaSi2O5
Sanderite,Mg(SO4)(H2O)2
Saneroite,NaMn2+5[Si5O14(OH)](VO3)(OH)
Sangenaroite,Ag8(Sb8-xAsx)S16     (0 < x  < 2)
Sanguite,KCuCl3
Sanidine,K(AlSi3O8)
Sanjuanite,Al2(PO4)(SO4)(OH)(H2O)6·3H2O
Sanmartinite,Zn(WO4)
Sanrománite,Na2CaPb3(CO3)5
Santabarbaraite,Fe3+3(PO4)2(OH)3·5H2O
Santaclaraite,CaMn2+4Si5O14(OH)2(H2O)
Santafeite,"(Ca,Sr,Na)3(Mn2+,Fe3+)2Mn4+2(VO4)4(OH,O)5·2H2O"
Santanaite,Pb11CrO16
Santarosaite,CuB2O4
Santite,KB5O6(OH)4·2H2O
Saponite,"(Ca,Na)0.3(Mg,Fe)3(Si,Al)4O10(OH)2·4H2O"
Sapozhnikovite,Na8(Al6Si6O24)(HS)2
Sapphirine,Mg4(Mg3Al9)O4[Si3Al9O36]
Sarabauite,Sb4S6·CaSb6O10
Saranchinaite,Na2Cu(SO4)2
Saranovskite,SrCaFe2+2(Cr4Ti2)Ti12O38
Sarcolite,"Na4Ca12Al8Si12O46(SiO4,PO4)(OH,H2O)4(CO3,Cl)"
Sarcopside,Fe2+3(PO4)2
Sardashtite,Ag9Cu2.5Pb41Sb36.5As7S112
Sardignaite,BiMo2O7(OH)(H2O)2
Sarkinite,Mn2+2(AsO4)(OH)
Sarmientite,Fe3+2(AsO4)(SO4)(OH)(H2O)5
Sarrabusite,Pb5CuCl4(SeO3)4
Sarrochite,[Ca4(H2O)38][Mo8P2Fe3+3O37(OH)]
Sartorite,PbAs2S4
Sarvodaite,Al2(SO4)3(H2O)5
Saryarkite-(Y),"Ca(Y,Th)Al5(SiO4)2(PO4)2(OH)7·6H2O"
Sasaite,Al6(PO4)5(OH)3·36H2O
Sassite,Ti3+2Ti4+O5
Sassolite,B(OH)3
Satimolite,KNa2(Al5Mg2)[B12O18(OH)12](OH)6Cl4(H2O)4
Satpaevite,"Al12(V4+,V5+)8O37·30H2O (?)"
Satterlyite,"(Fe2+,Mg,Fe3+)12(PO3OH)(PO4)5(OH,O)6"
Sauconite,"Na0.3Zn3(Si,Al)4O10(OH)2·4H2O"
Savelievaite,Mg2Cr3+O2(BO3)
Sayrite,Pb2(UO2)5O6(OH)2(H2O)4
Sazhinite-(Ce),Na3CeSi6O15(H2O)2
Sazhinite-(La),Na3LaSi6O15(H2O)2
Sazykinaite-(Y),Na5YZrSi6O18(H2O)6
Sbacchiite,Ca2AlF7
Sborgite,NaB5O6(OH)4(H2O)3
Scacchite,MnCl2
Scainiite,Pb14Sb30S54O5
Scandiobabingtonite,"(Ca,Na)2(Fe2+,Mn)(Sc,Fe3+)Si5O14(OH)"
Scandio-fluoro-eckermannite,NaNa2(Mg4Sc)Si8O22F2
Scandio-winchite,☐(NaCa)(Mg4Sc)Si8O22(OH)2
Scarbroite,Al5(CO3)(OH)13·5H2O
Scawtite,Ca7(Si3O9)2(CO3)(H2O)2
Scenicite,[(UO2)(H2O)2(SO4)]2∙3H2O
Schachnerite,Ag1.1Hg0.9
Schafarzikite,Fe2+Sb3+2O4
Schäferite,(NaCa2)Mg2(VO4)3
Schairerite,Na21(SO4)7ClF6
Schallerite,Mn2+16As3+3Si12O36(OH)17
Schapbachite,Ag0.4Pb0.2Bi0.4S
Schaurteite,Ca3Ge(SO4)2(OH)6(H2O)3
Scheelite,Ca(WO4)
Schertelite,(NH4)2Mg(PO3OH)2(H2O)4
Scheuchzerite,NaMn2+9Si9V5+O28(OH)4
Schiavinatoite,Nb(BO4)
Schieffelinite,Pb10Te6+6O20(OH)14(SO4)(H2O)5
Schindlerite,{(NH4)4Na2(H2O)10}{V10O28}
Schizolite,NaCaMnSi3O8(OH)
Schlegelite,Bi7O4(MoO4)2(AsO4)3
Schlemaite,"(Cu,☐)6(Pb,Bi)Se4"
Schlossmacherite,(H3O)Al3(SO4)2(OH)6
Schlüterite-(Y),"(Y,REE )2AlSi2O7(OH)2F"
Schmidite,Zn(Fe3+0.5Mn2+0.5)2ZnFe3+(PO4)3(OH)3(H2O)8
Schmiederite,Cu2Pb2(Se4+O3)(Se6+O4)(OH)4
Schmitterite,(UO2)(Te4+O3)
Schneebergite,BiCo2(AsO4)2(OH)(H2O)
Schneiderhöhnite,Fe2+Fe3+3As3+5O13
Schoderite,Al2(PO4)(VO4)·8H2O
Schoenfliesite,MgSn(OH)6
Schoepite,(UO2)4O(OH)6(H2O)6
Schöllhornite,Na0.3CrS2(H2O)
Scholzite,CaZn2(PO4)2(H2O)2
Schoonerite,ZnMn2+Fe2+2Fe3+(PO4)3(OH)2(H2O)7·2H2O
Schorl,NaFe2+3Al6(Si6O18)(BO3)3(OH)3(OH)
Schorlomite,Ca3Ti2(SiFe3+2)O12
Schreibersite,"(Fe,Ni)3P"
Schreyerite,V3+2Ti4+3O9
Schröckingerite,NaCa3(UO2)(SO4)(CO3)3F(H2O)6·4H2O
Schubnelite,Fe3+(V5+O4)(H2O)
Schuetteite,Hg3O2(SO4)
Schuilingite-(Nd),CuPbNd(CO3)3(OH)(H2O)
Schulenbergite,"(Cu,Zn)7(SO4)2(OH)10·3H2O"
Schüllerite,Ba2Ti2Na2Mg2(Si2O7)2O2F2
Schultenite,Pb(AsO3OH)
Schumacherite,Bi3O(VO4)2(OH)
Schwartzembergite,Pb2+5H2I3+O6Cl3
Schwertmannite,Fe3+16O16(OH)9.6(SO4)3.2·10H2O
Sclarite,Zn7(CO3)2(OH)10
Scolecite,Ca(Si3Al2)O10·3H2O
Scordariite,K8(Fe3+0.67☐0.33)[Fe3+3O(SO4)6(H2O)3]2(H2O)11
Scorodite,Fe3+(AsO4)(H2O)2
Scorticoite,Mn6(Sb☐)(SiO4)2O3(OH)3
Scorzalite,Fe2+Al2(PO4)2(OH)2
Scotlandite,Pb(S4+O3)
Scottyite,BaCu2Si2O7
Scrutinyite,PbO2
Seaborgite,LiK2Na6(UO2)(SO4)5(SO3OH)(H2O)
Seamanite,Mn2+3B(OH)4(PO4)(OH)2
Searlesite,NaBSi2O5(OH)2
Sederholmite,NiSe
Sedovite,U4+(MoO4)2
Seeligerite,Pb3(IO4)Cl3
Seelite,"Mg(UO2)2(AsO3,AsO4)2(H2O)7"
Segelerite,CaMgFe3+(PO4)2(OH)(H2O)4
Segerstromite,Ca3(As5+O4)2[As3+(OH)3]2
Segnitite,PbFe3+3(AsO4)(AsO3OH)(OH)6
Seidite-(Ce),"Na4(Ce,Sr)2TiSi8O18(O,OH,F)6(H2O)5"
Seidozerite,Na2Zr2Na2MnTi(Si2O7)2O2F2
Seifertite,SiO2
Seinäjokite,FeSb2
Sejkoraite-(Y),Y2[(UO2)8O6(SO4)4(OH)2](H2O)17·9H2O
Sekaninaite,Fe2+2Al3(Si5AlO18)
Selenium,Se
Selenodantopaite,Ag5Bi13Se22
Selenojalpaite,Ag3CuSe2
Selenojunoite,Cu2Pb3Bi8Se16
Selenolaurite,RuSe2
Selenopolybasite,"Cu(Ag,Cu)6Ag9Sb2(S,Se)9Se2"
Selenostephanite,Ag5SbSe4
Seligmannite,CuPbAsS3
Selivanovaite,Fe3+oTi2NaoTi2(Si2O7)2O4(H2O)4
Sellaite,MgF2
Selsurtite,(H3O)12Na3(Ca3Mn3)(Na2Fe)Zr3☐Si[Si24O69(OH)3]   (OH)Cl·H2O
Selwynite,NaKBeZr2(PO4)4·2H2O
Semenovite-(Ce),"(Na,Ca)9Fe2+Ce2(Si,Be)20(O,OH,F)48"
Semseyite,Pb9Sb8S21
Senaite,"Pb(Mn,Y,U)(Fe,Zn)2(Ti,Fe,Cr,V)18(O,OH)38"
Senandorite,AgPbSb3S6
Senarmontite,Sb2O3
Senegalite,Al2(PO4)(OH)3(H2O)
Sengierite,Cu2(UO2)2(VO4)2(OH)2(H2O)6
Senkevichite,CsNaKCa2TiOSi7O18(OH)
Sepiolite,Mg4Si6O15(OH)2(H2O)2·4H2O
Serandite,NaMn2+2Si3O8(OH)
Serendibite,Ca4[Mg6Al6]O4[Si6B3Al3O36]
Sergeevite,Ca2Mg11(CO3)9(HCO3)4(OH)4·6H2O
Sergevanite,Na15(Ca3Mn3)(Na2Fe)Zr3Si26O72(OH)3(H2O)
Sergeysmirnovite,MgZn2(PO4)2(H2O)4
Serpierite,"Ca(Cu,Zn)4(SO4)2(OH)6(H2O)3"
Serrabrancaite,Mn(PO4)(H2O)
Sewardite,CaFe3+2(AsO4)2(OH)2
Shabaite-(Nd),Nd2Ca[UO2)(CO3)3](CO3)2(H2O)10.5
Shabynite,Mg5(BO3)(OH)5Cl2·4H2O
Shadlunite,"(Fe,Cu)8(Pb,Cd)S8"
Shafranovskite,"Na3K2(Mn,Fe,Na)4[Si9(O,OH)27](OH)2(H2O)n          [n ~ 2.33]"
Shagamite,KFe11O17
Shakhdaraite-(Y),ScYNb2O8
Shakhovite,Hg1+4Sb5+O3(OH)3
Shandite,Ni3Pb2S2
Shannonite,Pb2O(CO3)
Sharpite,Ca(UO2)3(CO3)4(H2O)3
Sharyginite,Ca3TiFe2O8
Shasuite,CaNi3(P2O7)2
Shattuckite,Cu5(SiO3)4(OH)2
Shcherbakovite,K2NaTi2O(OH)Si4O12
Shcherbinaite,V2O5
Shchurovskyite,K2CaCu6O2(AsO4)4
Sheldrickite,NaCa3(CO3)2F3(H2O)
Shenganfuite,PbTe4+3O5(OH)Cl3(H2O)
Shenzhuangite,NiFeS2
Sherwoodite,Ca5.5(AlV4+V5+12O39)·28H2O
Shibkovite,K2Ca2(Zn3Si12)O30
Shigaite,Mn6Al3(OH)18[Na(H2O)6](SO4)2·6H2O
Shijiangshanite,Pb3CaAl(Si5O14)(OH)3(H2O)3
Shilovite,Cu(NH3)4(NO3)2
Shimazakiite,Ca2B2O5
Shimenite,Tl5Sb21-yAsyS34    (9 ≤ y  ≤ 10)
Shinarumpite,[Co(H2O)6][(UO2)(SO4)2(H2O)]·4H2O
Shinichengite,Ca5[BSi2O7(OH)2]2(H2O)6
Shinkolobweite,Pb1.33[U5+O(OH)(U6+O2)5O4.67(OH)5.33](H2O)5
Shiranuiite,Cu+(Rh3+Rh4+)S4
Shirokshinite,K(Mg2Na)Si4O10F2
Shirozulite,KMn2+3(Si3Al)O10(OH)2
Shkatulkalite,Na2Nb2Na3Ti(Si2O7)2O2(FO)(H2O)4(H2O)3
Shlykovite,KCa[Si4O9(OH)](H2O)2·H2O
Shojiite,Na(NaMg)Mg5Si8O22(OH)2
Shomiokite-(Y),Na3Y(CO3)3(H2O)3
Shortite,Na2Ca2(CO3)3
Shosanbetsuite,Ag3Sn
Shuangfengite,IrTe2
Shubnikovite,Ca2Cu8(AsO4)6Cl(OH)·7H2O (?)
Shuiskite-(Cr),Ca2(CrCr2)[Si2O6(OH)](SiO4)(OH)2O
Shuiskite-(Mg),Ca2(MgCr2)(Si2O7)(SiO4)(OH)2(H2O)
Shulamitite,Ca3TiFe3+AlO8
Shumwayite,[(UO2)(SO4)(H2O)2]2·H2O
Shuvalovite,K2(Ca2Na)(SO4)3F
Sibirskite,CaH(BO3)
Sicherite,"TlAg2(As,Sb)3S6"
Siderazot,Fe3N1.33
Siderite,Fe(CO3)
Sideronatrite,Na2Fe3+(SO4)2(OH)(H2O)3
Siderophyllite,KFe2+2Al(Si2Al2)O10(OH)2
Siderotil,Fe(SO4)(H2O)4·H2O
Sidorenkite,Na3Mn(PO4)(CO3)
Sidorovite,PtFe3
Sidpietersite,Pb2+4(S2O3)O2(OH)2
Sidwillite,MoO3(H2O)·H2O
Siegenite,CoNi2S4
Sieleckiite,Cu3Al4(PO4)2(OH)12(H2O)2
Sigismundite,BaFe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2
Sigloite,Fe3+Al2(PO4)2(OH)3(H2O)5·2H2O
Sigogglinite,[Pb6Zn(OH)8](SO4)3(H2O)3
Siidraite,Pb2Cu(OH)2I3
Silesiaite,Ca4Fe3+2Sn2(Si2O7)2(Si2O6OH)2
Silhydrite,Si3O6·H2O
Silicocarnotite,Ca5[(PO4)(SiO4)](PO4)
Silicon,Si
Siligiite,[Pb(H2O)5(SO4)][Zn9(OH)18]
Silinaite,NaLiSi2O5(H2O)2
Sillénite,Bi12SiO20
Sillimanite,Al2SiO5
Silver,Ag
Silvialite,Ca4Al6Si6O24(SO4)
Simferite,LiMg(PO4)
Simmonsite,Na2LiAlF6
Simonellite,C19H24
Simonite,TlHgAs3S6
Simonkolleite,Zn5(OH)8Cl2·H2O
Simplotite,CaV4+4O9·5H2O
Simpsonite,Al4Ta3O13(OH)
Sincosite,Ca(VO)2(PO4)2(H2O)3∙H2O
Sinhalite,MgAl(BO4)
Sinjarite,CaCl2(H2O)2
Sinkankasite,Mn2+Al(PO3OH)2(OH)(H2O)4·2H2O
Sinnerite,Cu6As4S9
Sinoite,Si2N2O
Sitinakite,KNa2Ti4Si2O13(OH)·4H2O
Siudaite,Na8(Mn2+2Na)Ca6Fe3+3Zr3NbSi25O74(OH)2Cl(H2O)5
Siwaqaite,Ca6Al2(CrO4)3(OH)12(H2O)26·2H2O
Škáchaite,CaCo(CO3)2
Skaergaardite,PdCu
Skinnerite,Cu3SbS3
Skippenite,Bi2Se2Te
Sklodowskite,Mg(UO2)2(SiO3OH)2(H2O)4·2H2O
Skogbyite,Zr(Mg2Mn3+4)SiO12
Skorpionite,Ca3Zn2(PO4)2(CO3)(OH)2(H2O)
Skutterudite,CoAs3
Slavíkite,(H3O)3Mg6Fe15(SO4)21(OH)18·98H2O
Slavkovite,Cu13(AsO4)6(AsO3OH)4(H2O)16·7H2O
Slawsonite,Sr(Al2Si2O8)
Šlikite,Zn2Mg(CO3)2(OH)2(H2O)3·H2O
Slottaite,SrFe3+3(PO4)(SO4)(OH)6
Sluzhenikinite,Pd15(Sb7-xSnx)     (3 x   4)
Slyudyankaite,Na28Ca4(Si24Al24O96)(SO4)6(S6)1/3(CO2)·2H2O
Smamite,Ca2Sb(OH)4[H(AsO4)2](H2O)6
Smirnite,Bi3+2Te4+O5
Smirnovskite,"(Th,Ca)(PO4)·nH2O"
Smithite,AgAsS2
Smithsonite,Zn(CO3)
Smolyaninovite,Co3Fe3+2(AsO4)4·11H2O
Smrkovecite,Bi2O(OH)(PO4)
Smythite,"(Fe,Ni)3+xS4 (x  ≈ 0-0.3)"
Sobolevite,Na6(Na2Ca)(NaCaMn)Na2Ti2Na2(TiMn)(Si2O7)2     (PO4)4O2(OF)F2
Sobolevskite,PdBi
Sodalite,Na4(Si3Al3)O12Cl
Soddyite,(UO2)2(SiO4)(H2O)2
Sofiite,Zn2(Se4+O3)Cl2
Sogdianite,KZr2Li3Si12O30
Söhngeite,Ga(OH)3
Sokolovaite,CsLi2AlSi4O10F2
Solongoite,Ca2B3O4(OH)4Cl
Somersetite,Pb8O(OH)4(CO3)5
Sonolite,Mn2+9(SiO4)4(OH)2
Sonoraite,Fe3+2(Te4+O3)2(OH)2(H2O)·H2O
Sopcheite,Ag4Pd3Te4
Sorbyite,"Pb9Cu(Sb,As)11S26"
Sørensenite,Na4Be2Sn(Si3O9)2(H2O)2
Sorosite,"Cu1+x(Sn,Sb)"
Sosedkoite,K5Al2Ta22O60
Součekite,"CuPbBi(S,Se)3"
Souzalite,Mg3Al4(PO4)4(OH)6(H2O)2
Spadaite,MgSiO2(OH)2·H2O (?)
Spaltiite,Tl2Cu2As2S5
Spangolite,Cu6Al(SO4)(OH)12Cl·3H2O
Spencerite,Zn4(PO4)2(OH)2(H2O)2·H2O
Sperlingite,(H2O)K(Mn2+Fe3+)(Al2Ti)(PO4)4[O(OH)][(H2O)9(OH)]·4H2O
Sperrylite,PtAs2
Spertiniite,Cu(OH)2
Spessartine,Mn2+3Al2(SiO4)3
Sphaerobertrandite,Be3(SiO4)(OH)2
Sphaerobismoite,Bi2O3
Sphalerite,ZnS
Spheniscidite,(NH4)Fe3+2(PO4)2(OH)(H2O)·H2O
Spherocobaltite,Co(CO3)
Spinel,MgAl2O4
Spionkopite,Cu39S28
Spiridonovite,(Cu1-xAgx)2Te   (x  ≈ 0.4)
Spiroffite,Mn2+2Te4+3O8
Spodumene,LiAlSi2O6
Spriggite,Pb3(UO2)6O8(OH)2(H2O)3
Springcreekite,BaV3+3(PO4)(PO3OH)(OH)6
Spryite,Ag8(As3+0.5As5+0.5)S6
Spurrite,Ca5(SiO4)2(CO3)
Srebrodolskite,Ca2Fe3+2O5
Šreinite,Pb(UO2)4(BiO)3(PO4)2(OH)7·4H2O
Srilankite,TiO2
Stalderite,"TlCu(Zn,Fe,Hg)2As2S6"
Staněkite,Fe3+Mn2+(PO4)O
Stanevansite,Mg(C2H3O3)2(H2O)2
Stanfieldite,Ca4Mg5(PO4)6
Stangersite,SnGeS3
Stankeithite,MnMnTe4+4O10
Stanleyite,V4+O(SO4)(H2O)5·H2O
Stannite,Cu2FeSnS4
Stannoidite,"Cu8(Fe,Zn)3Sn2S12"
Stannopalladinite,"(Pd,Cu)3Sn"
Starkeyite,Mg(SO4)(H2O)4
Staročeskéite,Ag0.70Pb1.60(Bi1.35Sb1.35)S6
Starovaite,KCu5O(VO4)3
Staurolite,Fe2+2Al9Si4O23(OH)
Stavelotite-(La),"La3Mn2+3Cu2+(Mn3+,Fe3+,Mn4+)26(Si2O7)6O30"
Steacyite,"K0.3(Na,Ca)2ThSi8O20"
Steedeite,NaMn2[Si3BO9](OH)2
Steenstrupine-(Ce),Na14Ce6Mn2+2Fe3+2Zr(PO4)7Si12O36(OH)2·3H2O
Stefanweissite,"(Ca,REE )2Zr2(Nb,Ti)(Ti,Nb)2Fe2+O14"
Steigerite,Al(VO4)·3H2O
Steinhardtite,Al
Steiningerite,Ba2Zr2(Si4O12)O2
Steinmetzite,Zn2Fe3+(PO4)2(OH)(H2O)3
Steklite,KAl(SO4)2
Stellerite,Ca4(Si28Al8)O72·28H2O
Stenhuggarite,CaFe3+Sb3+As3+2O7
Stenonite,Sr2Al(CO3)F5
Stepanovite,Na[Mg(H2O)6]Fe3+(C2O4)3·3H2O
Stephanite,Ag5SbS4
Štěpite,U(AsO3OH)2(H2O)2∙2H2O
Stercorite,(NH4)Na(PO3OH)(H2O)4
Stergiouite,CaZn2(AsO4)2(H2O)4
Sterlinghillite,Mn2+3(AsO4)2·3H2O
